CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO_LOCAL|DISTRITO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|TOTAL_BOLETAS_SOBRANTES|TOTAL_PERSONAS_VOTARON|TOTAL_REP_PARTIDO_CI_VOTARON|TOTAL_VOTOS_SACADOS|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CXQROO|FXMQROO|CAND_IND_1|C_PAN_PRD_CQROO|C_PAN_PRD|C_PAN_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_FXMQROO|C_PVEM_PT_MORENA|C_PVEM_PT_FXMQROO|C_PVEM_MORENA_FXMQROO|C_PT_MORENA_FXMQROO|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_FXMQROO|C_PT_MORENA|C_PT_FXMQROO|C_MORENA_FXMQROO|NO_REGISTRADOS|NULOS|TOTAL_VOTOS_ASENTADO|TOTAL_VOTOS_CALCULADO|LISTA_NOMINAL|REPRESENTANTES_PP_CI|OBSERVACIONES|CONTABILIZADA|MECANISMOS_TRASLADO|CODIGO_INTEGRIDAD|FECHA_HORA_ACOPIO|FECHA_HORA_CAPTURA|FECHA_HORA_VERIFICACION|ORIGEN|DIGITALIZACION|TIPO_DOCUMENTO
"=""230874C1400"""|230874C140002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|14|C|0|2|2|617|160|8|SIN DATO|27|6|0|31|4|19|53|11|5|2|-|1|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|4|168|167|749|8||1|F|a5d6c03063e6bd80d48414107cbe0cdc0765bcb3583aeee722a6176e8b6408f2|2022-06-05 20:52:31|2022-06-05 21:35:17|2022-06-05 21:42:15|CASILLA|MOVIL|ACTA PREP
"=""230874C1500"""|230874C150002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|15|C|0|2|2|630|134|5|139|34|7|0|38|2|11|31|1|2|2|-|0|0|0|0|0|1|0|0|0|0|3|0|0|0|0|0|7|139|139|749|5||1|F|2a7d89adc206fddb2796115fdcc2ce9bd84cd8a7cdef9a2c4b34484fd29f26c6|2022-06-05 20:55:43|2022-06-05 21:49:52|2022-06-05 21:59:11|CASILLA|MOVIL|ACTA PREP
"=""230874C1600"""|230874C160002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|16|C|0|2|2|635|131|3|134|33|6|0|36|3|15|23|6|3|1|-|0|1|0|0|2|0|0|0|0|1|0|0|0|0|0|1|3|134|134|749|3||1|F|e91b2e41d5a14fc52c73842e2317cfc4ffe1e63dd44b198cad769bce5ae452a3|2022-06-06 10:51:00|2022-06-06 11:04:31|2022-06-06 11:16:38|CATD|ESCANER|ACTA PREP
"=""230874C1700"""|230874C170002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|17|C|0|2|2|617|149|3|152|27|10|0|36|2|8|43|8|5|3|-|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|8|152|152|749|3||1|F|377deae90d955529cf4e6a496a0e6f7303f1fd3f66b46b346533324d894159d0|2022-06-05 20:49:10|2022-06-05 21:12:11|2022-06-05 21:17:28|CASILLA|MOVIL|ACTA PREP
"=""230874C1800"""|230874C180002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|18|C|0|2|2|608|145|6|151|19|ILEGIBLE|2|ILEGIBLE|8|12|ILEGIBLE|2|6|SIN DATO|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|3|SIN DATO|1|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|55|749|6|ALGUN DATO ILEGIBLE O SIN DATO|1|F|a59a971427e4362e756f05dfe2b5f3487b4e3511debbd034d58e33982e38d9ff|2022-06-06 10:43:00|2022-06-06 10:59:30|2022-06-06 11:15:03|CATD|ESCANER|ACTA PREP
"=""230874C1900"""|230874C190002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|19|C|0|2|2|643|121|5|SIN DATO|34|4|2|30|2|5|35|3|1|1|-|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|4|126|124|749|5|ALGUN DATO ILEGIBLE O SIN DATO|1|F|78d96ee97221a89d825ffd113ee2e3d2559be74ee0c00c01d494b8518b4a3aed|2022-06-06 12:18:00|2022-06-06 12:20:37|2022-06-06 12:26:48|CATD|ESCANER|ACTA PREP
"=""230874C2000"""|230874C200002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|20|C|0|2|2|624|141|4|145|35|5|3|27|2|10|41|9|4|1|-|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|5|145|145|749|4||1|F|fd4b6bd27e39f9bc4486b9f1627a5c9094f4f8116bdf405ef83b732e601c4d8e|2022-06-06 06:12:00|2022-06-06 07:10:58|2022-06-06 07:30:21|CATD|ESCANER|ACTA PREP
"=""230874C2100"""|230874C210002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|21|C|0|2|2|618|148|3|151|26|7|0|23|5|19|48|10|3|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|151|151|749|3||1|F|a16f8a44487c196e5fa802415634ed6ad56a3ee002ce3fdbd88c217c4b323ba5|2022-06-06 08:11:00|2022-06-06 08:16:54|2022-06-06 08:19:22|CATD|ESCANER|ACTA PREP
"=""230874C2200"""|230874C220002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|22|C|0|2|2|636|131|2|133|33|8|2|21|4|8|41|7|2|2|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|1|1|SIN DATO|SIN DATO|SIN DATO|2|133|133|749|2|ALGUN DATO ILEGIBLE O SIN DATO|1|F|363a582a7dc62c6f0cd39ed2ad73c7bb907a25ba039bdb10313724ad35647f7a|2022-06-05 20:50:27|2022-06-05 21:13:33|2022-06-05 21:16:26|CASILLA|MOVIL|ACTA PREP
"=""230874C2300"""|230874C230002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|23|C|0|2|2|619|146|3|0|22|4|1|45|5|11|42|7|2|2|-|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|6|149|149|748|3||1|F|51256becd31ea78abcce2df53369fbdc274335b010a8e4531fd44987bf07ea08|2022-06-05 21:44:43|2022-06-05 21:02:05|2022-06-05 21:06:25|CASILLA|MOVIL|ACTA PREP
"=""230874C2400"""|230874C240002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|24|C|0|2|2|608|156|4|158|34|7|1|43|2|10|38|10|6|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|158|158|748|4||1|F|40ddbc5ecf90a0676514c8d42b2455eb283e4533a00c4a1950895c003e7cccda|2022-06-05 21:43:45|2022-06-05 20:55:32|2022-06-05 21:01:37|CASILLA|MOVIL|ACTA PREP
"=""230876B0100"""|230876B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""876"""|1|B|0|1|2|522|SIN DATO|3|SIN DATO|26|7|1|76|6|8|60|1|1|2|-|1|1|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|2|SIN DATO|1|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|12|SIN DATO|208|692|3|ALGUN DATO ILEGIBLE O SIN DATO|1|F|77e431c30d06d02adb7e27fd8daac45cc48f6348c812893492e07b36f01e71bc|2022-06-05 22:38:20|2022-06-06 00:11:19|2022-06-06 00:29:07|CASILLA|MOVIL|ACTA PREP
"=""230876C0100"""|230876C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""876"""|1|C|0|1|2|491|222|4|222|10|8|3|65|12|14|70|12|2|6|-|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|16|SIN DATO|222|692|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|5e3a8bcdd6dedb8b03574fbdbe7a6a39537140c0058782c6f315d9c82cbffef7|2022-06-05 22:04:01|2022-06-06 00:08:59|2022-06-06 00:20:28|CASILLA|MOVIL|ACTA PREP
"=""230876C0200"""|230876C020002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""876"""|2|C|0|1|2|517|190|4|194|10|5|1|71|6|12|66|12|3|1|-|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|4|194|193|692|4||1|F|633951fcb966d1360f3ac9198bf15786248e773539a2641c38b6cd62e2481df5|2022-06-05 21:59:05|2022-06-06 00:04:35|2022-06-06 00:25:52|CASILLA|MOVIL|ACTA PREP
"=""230876C0300"""|230876C030002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""876"""|3|C|0|1|2|522|183|6|191|9|8|0|44|6|18|66|12|8|2|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|2|SIN DATO|SIN DATO|SIN DATO|15|SIN DATO|191|692|6|ALGUN DATO ILEGIBLE O SIN DATO|1|F|da3aa966a8880f0eeee149af924715e658527d43d36fdf3ca0071f0397680571|2022-06-05 21:54:02|2022-06-06 00:07:46|2022-06-06 00:19:37|CASILLA|MOVIL|ACTA PREP
"=""230876C0400"""|230876C040002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""876"""|4|C|0|1|2|492|220|3|220|13|4|2|71|8|21|67|14|1|0|-|0|0|0|0|4|1|0|1|0|1|0|0|0|0|0|0|12|220|220|692|3||1|F|10b0e0dbe1e17fe08aa46f3eca29f404e4772088c3933ad5575792a6837e0a04|2022-06-05 21:49:40|2022-06-05 23:56:20|2022-06-06 00:12:37|CASILLA|MOVIL|ACTA PREP
"=""230876C0500"""|230876C050002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""876"""|5|C|0|1|2|522|186|4|0|20|10|1|53|5|16|56|13|2|0|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|16|192|192|692|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|e8aa44ec8ec912bd625525fbd8a9fd60772c8f6e32789b0dc7700739b97981d5|2022-06-05 21:51:02|2022-06-06 00:12:48|2022-06-06 00:24:54|CASILLA|MOVIL|ACTA PREP
"=""230876C0600"""|230876C060002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""876"""|6|C|0|1|2|518|193|SIN DATO|SIN DATO|5|8|1|61|10|9|64|13|1|2|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|1|1|5|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|12|193|194|692|0|ALGUN DATO ILEGIBLE O SIN DATO|1|F|6d3708d22285b13dfbe947b6cb045db245d8e2164a8f98d4a3df7e5748b3ff00|2022-06-06 06:38:00|2022-06-06 07:20:18|2022-06-06 07:37:52|CATD|ESCANER|ACTA PREP
"=""230877B0100"""|230877B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""877"""|1|B|0|1|2|433|202|3|205|23|7|1|58|9|16|70|4|6|1|-|0|0|0|0|1|0|0|0|0|0|2|0|0|0|0|0|7|205|205|618|3||1|F|272c46acc9c6251a90b324c020dca5dff69a1fcd3b80da3664f4ecd8a03be9df|2022-06-06 06:36:00|2022-06-06 07:01:07|2022-06-06 07:24:22|CATD|ESCANER|ACTA PREP
"=""230877C0100"""|230877C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""877"""|1|C|0|1|2|434|201|2|SIN DATO|20|9|1|48|3|27|69|4|3|2|-|0|0|0|0|0|1|0|0|0|1|4|0|0|0|0|0|11|203|203|617|2||1|F|1561d66c2584ddb8b543cc024da66f2f7f888fb66c06fe9b154af19581477244|2022-06-06 08:04:00|2022-06-06 08:28:42|2022-06-06 08:49:15|CATD|ESCANER|ACTA PREP
"=""230878B0100"""|230878B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""878"""|1|B|0|1|2|382|200|2|205|10|6|SIN DATO|50|6|13|89|9|0|3|-|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|0|5|SIN DATO|0|SIN DATO|SIN DATO|0|23|205|215|566|2|ALGUN DATO ILEGIBLE O SIN DATO|1|F|96f6111114bcfefac50d3c1b30b6ad2a4e98280ff1aff8a593d89474300094d1|2022-06-06 05:52:00|2022-06-06 06:03:48|2022-06-06 06:08:30|CATD|ESCANER|ACTA PREP
"=""230878C0100"""|230878C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""878"""|1|C|0|1|2|406|173|5|SIN DATO|24|6|0|34|4|15|62|12|2|4|-|0|0|0|0|0|0|0|0|0|0|3|0|1|0|0|0|10|178|177|565|5||1|F|497f02f0890ad29258277cfa4e114b1726921baee3f6f7532b9b5b7cfcc45636|2022-06-06 05:52:00|2022-06-06 05:59:59|2022-06-06 06:07:36|CATD|ESCANER|ACTA PREP
"=""230879B0100"""|230879B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""879"""|1|B|0|1|2|419|203|4|206|17|6|0|78|7|5|52|14|5|1|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|5|SIN DATO|1|SIN DATO|SIN DATO|1|12|206|206|606|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|3d5fc4952db63bf9b91e5954532f9d3b37bf8e8d0dff19cd7fc1e370d34e2f4d|2022-06-05 21:05:45|2022-06-05 22:56:29|2022-06-05 23:20:59|CASILLA|MOVIL|ACTA PREP
"=""230879C0100"""|230879C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""879"""|1|C|0|1|2|425|201|0|201|20|3|0|65|4|13|64|11|5|1|-|0|0|0|0|0|1|0|0|0|0|2|0|0|0|0|0|12|201|201|606|0||1|F|e54aa28fddc7f1fa827f06c51d1e86654b150c23719f4f4856c5c1a5ce4d4857|2022-06-05 20:55:40|2022-06-05 21:52:41|2022-06-05 22:22:09|CASILLA|MOVIL|ACTA PREP
"=""230880B0100"""|230880B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""880"""|1|B|0|1|2|392|181|4|185|22|5|2|42|1|10|76|3|6|3|-|1|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|11|185|185|557|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|5343a825727d7d995edae957beef698638a634f1a6a96f3e3299066e15b6a57c|2022-06-06 10:43:00|2022-06-06 10:57:53|2022-06-06 11:07:26|CATD|ESCANER|ACTA PREP
"=""230880C0100"""|230880C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""880"""|1|C|0|1|2|381|191|5|196|15|9|4|61|3|17|68|6|1|1|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|3|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|8|SIN DATO|196|557|5|ALGUN DATO ILEGIBLE O SIN DATO|1|F|63a463200144ab39456c988507cce7d27bebbd3bc2efc2c84061ddb2f248723a|2022-06-06 11:29:00|2022-06-06 11:37:06|2022-06-06 11:39:49|CATD|ESCANER|ACTA PREP
"=""230881B0100"""|230881B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""881"""|1|B|0|1|2|573|115|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|0|573|0|ALGUN DATO ILEGIBLE O SIN DATO|1|F|8f25efc71ab685bd494d433ab9fe33a28363ce500454cb79878b0ccaf7a7e232|2022-06-06 10:57:00|2022-06-06 11:17:33|2022-06-06 11:38:20|CATD|ESCANER|ACTA PREP
"=""230881C0100"""|230881C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""881"""|1|C|0|1|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|572|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|F||N/A|N/A|N/A|CATD||
"=""230881C0200"""|230881C020002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""881"""|2|C|0|1|2|480|109|3|112|24|8|0|21|3|12|31|9|0|1|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|3|112|112|572|3|ALGUN DATO ILEGIBLE O SIN DATO|1|F|bcace146d443d9b8e18d6b89fa100d041930b300c3e8779c9d606714630e9531|2022-06-06 12:17:00|2022-06-06 12:18:33|2022-06-06 12:28:41|CATD|ESCANER|ACTA PREP
"=""230881C0300"""|230881C030002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""881"""|3|C|0|1|2|466|120|6|126|34|5|1|19|2|17|30|6|2|1|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|117|572|6|ALGUN DATO ILEGIBLE O SIN DATO|1|F|d731da94bfe78cfbd19c3b4f3ccaf954914163e911517f4b491a428008a27100|2022-06-05 21:01:38|2022-06-05 22:58:50|2022-06-05 23:24:24|CASILLA|MOVIL|ACTA PREP
"=""230882B0100"""|230882B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""882"""|1|B|0|1|2|303|154|4|165|12|5|2|47|4|10|53|7|3|3|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|7|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|7|165|160|441|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|66e3a25136d9dab58794831ec9d157ae202f2b9884d62dbece456f65ae0f9c67|2022-06-05 20:54:25|2022-06-05 20:02:08|2022-06-05 20:04:38|CASILLA|MOVIL|ACTA PREP
"=""230882C0100"""|230882C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""882"""|1|C|0|1|2|321|135|5|138|9|3|2|38|4|15|39|7|2|3|-|SIN DATO|0|SIN DATO|SIN DATO|0|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|1|SIN DATO|1|SIN DATO|10|138|135|441|5|ALGUN DATO ILEGIBLE O SIN DATO|1|F|3ffed821f1a8502ecf38af9b2369c2c1e9d663c5bbe4f67048fc72f988c724b8|2022-06-06 12:18:00|2022-06-06 12:28:23|2022-06-06 12:33:45|CATD|ESCANER|ACTA PREP
"=""230883B0100"""|230883B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""883"""|1|B|0|1|2|387|143|4|147|16|4|3|44|3|6|52|9|2|1|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|1|1|4|147|148|514|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|ec66157aa58ba67b54b18bccaf814b9fb77d54d1473dad52ff068d60ca811de9|2022-06-06 11:25:00|2022-06-06 11:39:17|2022-06-06 11:43:24|CATD|ESCANER|ACTA PREP
"=""230883C0100"""|230883C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""883"""|1|C|0|1|2|380|148|4|SIN DATO|16|5|0|38|0|0|64|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|152|123|513|4||1|F|c354e4484e4329a911dc4126ab63b95a8f8eb945bdb1ebd5e18f4ae1f1d3d307|2022-06-06 11:45:00|2022-06-06 11:50:40|2022-06-06 11:59:53|CATD|ESCANER|ACTA PREP
"=""230883C0200"""|230883C020002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""883"""|2|C|0|1|2|382|3|12|151|12|4|0|40|7|16|45|9|1|1|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|2|SIN DATO|SIN DATO|1|SIN DATO|1|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|140|513|2|ALGUN DATO ILEGIBLE O SIN DATO|1|F|8789cefe1002c6220a75f4de57d846e89cf91abd09a81a78d7d0bbed98a47114|2022-06-06 12:27:00|2022-06-06 12:31:29|2022-06-06 12:39:57|CATD|ESCANER|ACTA PREP
"=""230884B0100"""|230884B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""884"""|1|B|0|1|2|379|164|5|169|11|7|0|53|6|15|58|7|1|2|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|8|169|169|528|5||1|F|1a1518186c17120de16c66f691aa28df0522f0c9ad71b89bcd364dc63f35f3bc|2022-06-05 21:04:07|2022-06-05 20:08:08|2022-06-05 20:13:28|CASILLA|MOVIL|ACTA PREP
"=""230884C0100"""|230884C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""884"""|1|C|0|1|2|413|131|4|135|11|3|1|44|4|7|49|2|7|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|SIN DATO|135|528|4||1|F|1c9e8b772e798ea1cae3867b3944a01bc0d173b4a619f91b97b92d3346a5af3a|2022-06-05 21:18:17|2022-06-05 20:29:03|2022-06-05 20:32:25|CASILLA|MOVIL|ACTA PREP
"=""230885B0100"""|230885B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""885"""|1|B|0|1|2|SIN DATO|SIN DATO|SIN DATO|143|30|2|2|40|3|16|35|7|0|1|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|3|140|140|426|0||1|F|dadad81da24c6a67ef1d48958ae2da256292f1f1d6ee2af2f091e0ebe2716765|2022-06-06 12:29:00|2022-06-06 12:39:01|2022-06-06 12:55:34|CATD|ESCANER|ACTA PREP
"=""230885C0100"""|230885C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""885"""|1|C|0|1|2|315|128|3|131|15|6|1|47|3|14|22|10|3|5|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|4|SIN DATO|131|426|3|ALGUN DATO ILEGIBLE O SIN DATO|1|F|08308eb2ff9668d7ebcdf4605cbada5434088085ef9a55adb110905c8153537d|2022-06-05 20:48:45|2022-06-05 21:09:45|2022-06-05 21:16:21|CASILLA|MOVIL|ACTA PREP
"=""230886B0100"""|230886B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""886"""|1|B|0|1|2|270|160|5|165|13|5|2|60|4|7|50|3|4|3|-|0|0|1|0|1|0|0|1|0|1|1|0|1|0|1|0|7|165|165|416|5||1|F|d8f389ad51dcf9f1824efd2b45164b9a6cc0651a2e6eb4517ef1a9a11e5365ec|2022-06-05 20:49:48|2022-06-05 21:09:15|2022-06-05 21:12:28|CASILLA|MOVIL|ACTA PREP
"=""230886C0100"""|230886C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""886"""|1|C|0|1|2|284|152|4|152|19|3|0|52|1|6|54|4|2|0|-|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|1|7|152|151|416|4||1|F|0f9a347998f785afc97f9cf2f8952d198fab171385f04743f63c292f905f0037|2022-06-06 06:36:00|2022-06-06 06:58:43|2022-06-06 07:23:33|CATD|ESCANER|ACTA PREP
"=""230887B0100"""|230887B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""887"""|1|B|0|1|2|481|207|4|211|22|6|1|60|6|17|69|8|4|2|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|199|672|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|45563d1be741d21fb4d5ddd95eff4c5c58736f52003c5d45b6e4de75bc766a95|2022-06-06 10:43:00|2022-06-06 10:52:40|2022-06-06 11:03:17|CATD|ESCANER|ACTA PREP
"=""230888B0100"""|230888B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""888"""|1|B|0|1|2|504|136|2|137|43|8|0|26|2|7|35|3|1|0|-|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|9|137|137|622|2||1|F|05fe79756226114558840ea1780c029a4f0b04184d0f8ecfeae844c27bc51fd2|2022-06-05 20:54:08|2022-06-05 19:58:02|2022-06-05 20:02:01|CASILLA|MOVIL|ACTA PREP
"=""230888C0100"""|230888C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""888"""|1|C|0|1|2|526|109|5|113|25|6|0|16|2|11|37|3|5|2|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|4|SIN DATO|113|622|5|ALGUN DATO ILEGIBLE O SIN DATO|1|F|b0d1b8893e7b52a92ffdf85d2950b033ea798dfd1bb3326305931e2050b12ef6|2022-06-05 20:51:27|2022-06-05 21:29:24|2022-06-05 21:40:54|CASILLA|MOVIL|ACTA PREP
"=""230888C0200"""|230888C020002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""888"""|2|C|0|1|2|516|119|4|126|33|7|3|18|3|17|33|6|2|2|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|3|127|127|621|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|d55e02871061dbf3a16207a1dec2a249d881bdc03409ffca8633c57ea3656125|2022-06-05 20:56:20|2022-06-05 21:52:37|2022-06-05 22:01:48|CASILLA|MOVIL|ACTA PREP
